,address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
554,"Skanda shelters, no.:505, 5th main, vijaya bank colony, bannerghatta",Bannerghatta Road,Bangalore,71,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly All bookings must be guaranteed at the time of reservation by a Credit Card or Travel Agency. All major credit cards are accepted.,Airport Transfer Available / Surcharge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Express Check-In / Check-Out|Gardens|Wake-up Call / Service|Smoking Rooms|ATM / Banking|Kitchen available (home cook food on request)|Multi - Line Phone|Fire Place Available |Wheelchair Accessibility - Room|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Kids Play Zone|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Children's Park|Room Service (24 Hours)| Cook Services|Baggage Room|Courier Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Paid Transfers|Public Restrooms|Suites,12.89285584,Bannerghatta Road,77.60696324,HTLGBO1000010631,Skanda Shelters,Hotel,Bangalore,27,Executive Non AC Room,59,3.6,Karnataka,bf565eb868924f4edfb42b2369a87b3e
1367,"N-7/6, DLF PHASE - 2 , GURGAON NEAR CYBER CITY",Dlf Phase I I,Gurgaon,0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,Airport Transfer Available / Surcharge|Business Center |Concierge|Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Gardens|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Room Service|CCTV|Suites,28.4936018,Dlf Phase I I,77.088325,HTLGBO1000068354,The Residencia Inn - I,Guest House,Gurgaon,10,AC Room,1,5.0,Haryana,b1ee2acd87f710681cde5ec08966bef5
1154,"63/A,LADEN LA ROAD",Gandhi Road,Darjeeling,0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.hotel may not allow to check in without  valid photo ID card.,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Newspapers In Lobby,27.0403083,Gandhi Road,88.2641766,HTLGBO1000009010,Hotel Raj Palace,Hotel,Darjeeling,22,Double Deluxe Room,1,5.0,West Bengal,34b1c7abb60c177a8b20247017d8acf1
871,"Prakasapuram Village, Shenbaganur, Kodaikanal",Attuvampatti,Kodaikanal,82,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Supplementary charges are mandatory for 24th and 31st December 2015. 1.Rs.2500  for couple,Rs.1250 for stag and Rs.700 for children for 24th Dec 2.Rs.3800  for a couple,Rs.1900 for stag and Rs.800 for childrenfor 31st Dec Arrivals prior to 09.00 am will be booked, held and charged for from the previous evening itself. 2. The above reservation has not been guaranteed and thus is liable to be released. In case you wish to guarantee the reservation, we request you to furnish us with either the credit card details or a billing letter on the companys letterhead indicating the billing instructions, should your company be on the credit list. 3. We have a cancellation policy of 48 hours. Cancellation or amendment received within 48 hours of arrival date will be subject to room charge for one night. A one nights room charge is also applicable for a no show on the arrival date. 4. The stay is guaranteed for the entire duration and any check out before the above mentioned departure date would be charged in full. 5. In the absence of arrival details/timings, all confirmed room reservations will be deeme",Banquet Facilities|Doctor on Call|Games Zone|Gift Shop |Laundry Service Available|Multi Cuisine Restaurant |Spa On Site - Chargeable|Local Tour / Travel Desk,10.24580289,Attuvampatti,77.53127754,HTLGBO1000000585,Country Club Valley Vista,Resort,Kodaikanal,60,Studio Room,29,3.7,Tamil Nadu,e98ad03264db16f37aa3b6e73035e320
881,"RaJ Hights Building , Opp More Shoping Market,Near Zensar, Behind Reliance Mart,Rakshak Nagar, Kharadi",Kharadi,Pune,60,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly unmarried couple are not allowed smoking is not allowed in living room  goverment id card  important big sound not accepting,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|24 Hour Front Desk|Power Backup|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours),18.5508459,Kharadi,73.93945956,HTLGBO1000036548,Coronet Luxurious Appartment,Service Apartment,Pune,13,1 BHK Non A/C,38,3.8,Maharashtra,e8b4ee3278fd33f10d42a6e4a9579160
1159,"SCO no 1092-93, Sector 22 B",Sector 22,Chandigarh,80,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The primary guest must be at least 18 years of age to check into this hotel As per Government regulation, it is mandatory for all guests adove 18 years of age carry a valid photo identity card and address proof at the time of check-in.","Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Kitchen available (home cook food on request)|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Room Service (24 Hours)",30.73195267,Sector 22,76.77706146,HTLGBO1000006381,Hotel Punjab Palace,Hotel,Chandigarh,11,Semi Deluxe Room,236,3.7,Punjab,56add72a7dd3d6e89095ac964d127a0e
1223,"L.G.C, 17 1/1, Indira Nagar, Near Maharashtra Kanta, L.B.S. Marg, Kurla (West), Mumbai - 400070",Bandra-Kurla,Mumbai,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check-in after 12:00 PM Check-out before 12:00 PM.The hotel reserves the right of admission. Unmarried couples are not allowed.,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Pets Allowed|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Wake-up Call / Service|Car Rental|Taxi Services|Internet Access Free|Newspapers In Lobby|Electronic Check-Out|Postal / Parcel Services|Family Room|Voicemail|Air / Rail Booking|Baggage Room|Courier Service|Outdoor Parking - Secured|Parking Facility|Room Service|Ayurvedic Facilities |CCTV|First-Aid Kit at Front Desk|Public Restrooms,19.0559133,Bandra-Kurla,72.8694297,HTLGBO1000086640,Hotel Palace Residency,Hotel,Mumbai,7,Deluxe Room,6,4.0,Maharashtra,c49fc2dd1dc84be67d42ce80c97888ed
201,"Chandra Niwas, Civil Lines, Kothi N.36, Bikaner",Junagarh Fort,Bikaner,72,The standard check-in time is 01:00 PM and the standard check-out time is 12:45 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Airport Transfer Available / Surcharge|Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Pets Allowed|Locker Facility|Luggage Storage|Medical Assistance Available|Gardens|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Grocery|Kitchen available (home cook food on request)|Cell Phone Rental|Wheelchair Accessibility - Room|Massage Services |Safari|Camel Ride|Veranda|Open Air Restaurant / Dining | Bike on Rent|In House Events |Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Kids Play Zone|Water Dispenser Available|City Shuttle Service|Rooftop Garden|Food Facility|Internet Access Free|Postal / Parcel Services|Family Room|Spa Services Nearby|Baggage Room|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Non Secured|Parking Facility,28.01585863,Junagarh Fort,73.32746816,HTLGBO1000013490,Chandra Niwas Guest House,Guest House,Bikaner,8,Standard Double Room,47,3.4,Rajasthan,0ccbcdea3f39e21a3a300c9bd8eee923
502,"Earls Field Estate, Near St. Bedes College",Main Town,Shimla,80,The standard check-in time is 12:00 PM and the standard check-out time is 11:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Bar / Lounge |Business Center |Games Zone|Internet Access - Surcharge|Laundry Service Available|Night Club|Front Desk|Multi Cuisine Restaurant |Medical Assistance Available|Welcome Drinks|Coffee Shop / Cafe,31.08303331,Main Town,77.16286703,HTLGBO1000002835,Fairmount Hotel,Hotel,Shimla,16,Deluxe Room,21,3.8,Himachal Pradesh,03b8bfc4f8e11fba191700cfd984ecac
1305,"Circuit House Road, Dist. Kullu, Manali",Old Manali,Manali,82,The standard check-in time is 12:30 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|Power Backup|Gardens|Room Service,32.25514,Old Manali,77.1838917,HTLGBO1000001431,Tourist Hotel,Hotel,Manali,12,Deluxe Room,104,4.2,Himachal Pradesh,a37c0cc49fc0fc48ca9e2c113d81d7e6
717,"House No.90  4th Cross, 36th Main, B.T.M. Layout, First Stage, Dollars Scheme Bangalore",Others,Bangalore,100,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates , extra supplement will be charged over and above the paid rates as per actual and hotel discretion",Business Center |Doctor on Call|Parking Facilities Available|Front Desk|Separate Sitting Area|Outdoor Parking - Secured|Parking Facility|Room Service|Public Restrooms,12.9715987,Others,77.5945627,HTLGBO1000083180,SS Residency,Service Apartment,Bangalore,5,Deluxe Double Room,1,4.0,Karnataka,122c77b0fdbce68bae4ea73d6a1b4f10
415,"Plot No 96,Sakore Nagar,Near Axis Bank, opposite Union Bank Of India, Viman nagar Pune",Viman Nagar,Pune,79,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our Inns reserve the right to admission. Accommodation can be denied to the guests posing as a couple if suitable identification and a non-local address proof is not presented at check-in. Unmarried couple Not allowed.,Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Fax Machine|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Express Laundry|Water Dispenser Available|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Baggage Room|Parking Facility,18.5617616,Viman Nagar,73.9077983,HTLGBO1000005653,FabHotel Blossoms Pune Airport,Hotel,Pune,48,Deluxe Room with free Wifi,181,3.8,Maharashtra,858832b13d3ae9ee67c8e9d36d01ecd2
1805,"Purshottamdas Tandon Marg,Civil Lines",Civil Lines,Allahabad,86,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. All guests requested to carry Valid ID proof for Check Inn. 2. Couple Guests with Local ID's are not allowed to check inn. 3. Cancellation and prepayment policies vary according to room type.,Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Power Backup|Suitable For Children|Conference Facility |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Board Room|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Courier Service|Internet / Fax (Reception area only)|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Exit Signs|Full Time Operation for All 7 Days|Public Restrooms,25.45312715,Civil Lines,81.82481974,HTLGBO1000009942,Hotel Ravisha Continental,Hotel,Allahabad,40,Deluxe Room,194,4.1,Uttar Pradesh,3f4dc4af11e3d574f8325352627c3e62
1145,"Opp. Polo Ground,",Polo Ground Area,Mount Abu,50,"The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory supplement on Christmas,New Years eve and other festive periods. Any such supplements need to be paid at the hotel.As per the govt. guidelines valid govt. issued id proofs are required to be presented on C/in.",Doctor on Call|Parking Facilities Available|Front Desk|24 Hour Front Desk,24.58897364,Polo Ground Area,72.71290051,HTLGBO1000019120,Hotel Polo View,Hotel,Mount Abu,16,Deluxe Double Bed Room,2,3.0,Rajasthan,849820dfc382ddda8111c4cf345bec78
